"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm36112",2.8120510361301,2.83280637588809,2.43030107840609,1.16561951976172,0.243768312184145,NA
"Dhrs7",833.703475720427,0.337489787687795,0.289558564356371,1.16553205199772,0.243803693911314,0.88719670846815
"Mios",240.199519665816,-0.334240644062078,0.286780407506619,-1.1654933018894,0.243819369933544,0.88719670846815
"Ighd",48.3953450922228,0.662334541273506,0.568397165837681,1.16526714255759,0.243910874865852,0.887330941322324
"Dach1",7.70735154947704,1.60693613683955,1.37929124198071,1.16504483457165,0.244000845034301,0.887459531961559
"Prkag3",21.7431204544561,1.09124507382237,0.936843519115444,1.16481039955606,0.24409574837451,0.88760600354536
"Hif3a",2.55128607897332,2.65108542690819,2.27644596842869,1.16457208458942,0.244192248951888,NA
"Gm35129",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Gm14413",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Negr1",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Gm15904",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Zfp978",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Dpysl5",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Crmp1",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Mir7027",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Acp7",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Zfp469",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Best3",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"1700042O10Rik",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Gm34256",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"D430001F17Rik",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Gm52286",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Slc22a8",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Gm24521",1.56826295615651,-4.17930491763586,3.58882276649871,-1.16453366174815,0.24420780997171,NA
"Tmem100",12.7650842055579,1.17317997080791,1.00747587590039,1.16447450392738,0.244231769894932,0.887646382060762
"Lepr",257.043171623201,-0.608265430977306,0.522400506453199,-1.16436608208342,0.244275686869924,0.887646382060762
"Eif3d",1000.05496253421,-0.288924121695916,0.248158412504062,-1.16427292865273,0.244313423702855,0.887646382060762
"BC048403",103.838291955329,-0.457486114459466,0.392964539548683,-1.16419185045268,0.244346272142377,0.887646382060762
"Gask1b",9.81442288631401,-1.53578249248885,1.31927773868315,-1.16410854777388,0.24438002504818,0.887646382060762
"Mib1",1612.87922345052,0.270309229563315,0.232239992276513,1.16392197103364,0.24445563481882,0.887647399835339
"Cd59a",1735.522825162,0.303457241655373,0.260793048668537,1.16359405745152,0.24458856079399,0.887647399835339
"6030443J06Rik",9.01761728343449,-1.47646488117951,1.26906836589992,-1.16342422587495,0.244657425176956,0.887647399835339
"LOC118567481",285.146837874486,0.3975819086037,0.34178552096961,1.16324971132716,0.244728202616767,0.887647399835339
"Gm26871",27.851165426922,0.825882453352507,0.71002085148494,1.16318056240919,0.244756251149747,0.887647399835339
"C3",126261.402638837,-0.383993840627144,0.330151846850611,-1.16308251578825,0.244796025182198,0.887647399835339
"Urgcp",403.145199182866,-0.35296526903176,0.303487731812648,-1.16302977693232,0.244817421339392,0.887647399835339
"Gm4151",2.21965193116241,3.46211868050839,2.97771008064766,1.16267822814885,0.244960078235839,NA
"Plscr3",90.5002090941454,-0.496278265071004,0.426888705001614,-1.1625471914726,0.245013267243201,0.887647399835339
"Cdk2",227.638173719498,-0.377068260000803,0.324418277318885,-1.16229043294674,0.245117511415296,0.887647399835339
"Dnajc13",496.048607524257,-0.288738464601168,0.2484261899807,-1.16227063106189,0.245125552289087,0.887647399835339
"Srpr",2182.86693151805,-0.331978966880059,0.285663028928304,-1.16213486962424,0.245180685387981,0.887647399835339
"Gm12843",6.86492461529949,1.58247470800765,1.36175603753672,1.1620838567165,0.245201404120736,0.887647399835339
"Gm34996",1.4283253505569,3.9022458673412,3.35823876388536,1.16199178846547,0.245238800461457,NA
"Tbcb",350.751492913252,-0.336803912834197,0.289852903378873,-1.16198219478917,0.245242697457165,0.887647399835339
"Mrpl55",264.897312753134,0.350607529364658,0.301741938154525,1.16194497691968,0.245257815939162,0.887647399835339
"Gm31791",1.40883162994199,3.90010416096317,3.35688447836832,1.16182257271447,0.245307543057266,NA
"Tmem223",358.588571467154,0.338094482200592,0.291008727625302,1.16180186401803,0.24531595673398,0.887647399835339
"Gm14051",9.90357665122754,-1.49783891237112,1.28929949467285,-1.1617462960002,0.245338534304483,0.887647399835339
"Gm34472",2.11977226812409,-3.50307638606305,3.01592744498651,-1.16152541795604,0.245428292597892,NA
"Acot12",2420.44783645417,0.263495605436614,0.226873042102283,1.1614231598209,0.245469855073796,0.887647399835339
"Plekhd1",2.21202560330606,3.46212841154209,2.9811419437378,1.16134302790065,0.245502427873715,NA
"Cfap69",12.9464319473348,1.26322053990772,1.0877994237699,1.16126237273585,0.245535216428295,0.887647399835339
"Gm39167",2.09568198884127,-3.50917820752694,3.02196035549074,-1.16122575901797,0.245550101930499,NA
"Ppp1r8",162.779257487635,-0.419956839670028,0.3617201076084,-1.16099943253549,0.245642130216619,0.887647399835339
"LOC118568646",1.24494412266137,3.71817900349919,3.20386263375194,1.16053009399624,0.245833048513758,NA
"Gm33310",33.2430573915024,-0.798374470091311,0.688011599393198,-1.160408444851,0.245882550125414,0.887647399835339
"Cdipt",729.629030650781,-0.27610747829768,0.2379640059137,-1.16029093239342,0.245930375067173,0.887647399835339
"Accs",87.6575687302592,0.557176872413472,0.480231528847305,1.16022551403665,0.245957001700793,0.887647399835339
"Chchd1",699.759467618188,0.416809631703769,0.359271874036615,1.16015102162239,0.245987324125777,0.887647399835339
"Ercc6l",5.11704065838649,-2.23477813889134,1.92713117746872,-1.15963986521494,0.246195463007144,0.887647399835339
"Ncdn",220.354547302851,-0.415714860181364,0.358534822485743,-1.15948252194637,0.246259556792665,0.887647399835339
"Ramac",824.840006875202,0.321674391796264,0.27744669159292,1.15940972281708,0.246289215477279,0.887647399835339
"Gm4755",6.24130314945093,-1.91345879994578,1.6504951130766,-1.1593241232802,0.24632409230649,0.887647399835339
"Lmtk2",252.372220011623,-0.435324481166664,0.375519938457389,-1.15925796897749,0.246351048705675,0.887647399835339
"Sp4",138.887033293168,0.453623417207953,0.39131865938542,1.15921744677441,0.246367561618391,0.887647399835339
"Gm34857",6.07637975429136,-2.31904847740855,2.00056460289117,-1.15919699571666,0.246375895776974,0.887647399835339
"Htr2b",9.75364597795565,1.22348382020764,1.0554835794724,1.15916897619498,0.246387314535869,0.887647399835339
"Hyou1",1762.73104602429,-0.377104239721038,0.325337592361165,-1.1591167100739,0.246408615470745,0.887647399835339
"Nup188",185.004933783723,-0.374639309616189,0.323291265787702,-1.15882904755678,0.246525874751657,0.887647399835339
"Plod2",19.2847142768035,-1.19533588888249,1.03150752389526,-1.15882420747506,0.246527848038649,0.887647399835339
"Ankrd33b",477.4195680737,0.345623074854668,0.298304814528392,1.15862385728197,0.24660953993076,0.887647399835339
"LOC118568400",15.6884462955901,-1.01425730117705,0.875406684269563,-1.15861269899184,0.246614090231018,0.887647399835339
"Gm15722",11.6864772504233,1.44900812780083,1.25064796051293,1.15860591753298,0.246616855708013,0.887647399835339
"Srebf1",4489.45779870376,-0.272705412666565,0.235433369538949,-1.15831249070854,0.246736535894504,0.887647399835339
"Slc46a3",566.283769123335,0.285947670417711,0.246974984170421,1.15780013663407,0.246945607619733,0.887647399835339
"Atp11a",568.716978904996,-0.451590571986846,0.390113723868885,-1.15758699157844,0.247032620347147,0.887647399835339
"Gnb1",1206.58988448898,-0.272487228753691,0.235438456861684,-1.15736074890167,0.247125003439818,0.887647399835339
"Fam98a",430.565484829292,-0.306058128338202,0.264469747386853,-1.15725194039118,0.247169442517599,0.887647399835339
"Atad2",107.081748035495,-0.499237977645487,0.431399825921812,-1.15725122646658,0.247169734113922,0.887647399835339
"Gm32063",190.504919867246,0.542847737257915,0.469089766608854,1.1572363668947,0.247175803432107,0.887647399835339
"Kti12",262.554969820236,-0.379481918553164,0.327926918811762,-1.15721490607789,0.247184569180152,0.887647399835339
"Albfm1",918.793684684864,-0.363645200968502,0.314273469390172,-1.15709799390363,0.247232326202845,0.887647399835339
"Rbx1",886.753019081237,0.318329955530125,0.275124560051725,1.157039398701,0.247256263971505,0.887647399835339
"Tmem82",188.805304899666,0.387312159766262,0.33481361193362,1.1567993234488,0.247354358331172,0.887647399835339
"Gm46488",7.51203228146904,-1.48947794249578,1.28772218371154,-1.15667646433079,0.24740456890743,0.887647399835339
"Prag1",14.2791924817047,-1.06362499033707,0.91963658410174,-1.15657098545723,0.247447682145996,0.887647399835339
"Kdm6a",395.87926766959,0.350387308866611,0.302984704440246,1.15645213679661,0.247496266428642,0.887647399835339
"Asf1a",70.2448831571306,-0.55236108394551,0.477686504160789,-1.1563254961869,0.247548043340362,0.887647399835339
"Stom",1035.11040240737,-0.277466358672669,0.239963041927364,-1.15628788685158,0.247563421347246,0.887647399835339
"Frs3",59.4158176226694,0.578281822852885,0.5003288635285,1.15580344250906,0.247761564628136,0.887647399835339
"Phyhd1",1383.64072586344,0.250624210051189,0.216846089542392,1.15577002370704,0.247775237392309,0.887647399835339
"Id3",768.569543364485,-0.341846376994063,0.29580740797629,-1.15563832336972,0.247829125604121,0.887647399835339
"Senp6",687.123379784501,-0.302109606867859,0.26145059092704,-1.15551319198267,0.247880333578189,0.887647399835339
"Slc15a5",18.1730803187832,-1.50814196350154,1.30530140833601,-1.15539748434357,0.247927691626751,0.887647399835339
"Cep131",106.963800805763,-0.485427670349315,0.42016869500578,-1.15531612925765,0.247960993289317,0.887647399835339
"Mir12184",17.4210252753271,1.04151391937136,0.901513052313773,1.15529544103468,0.247969462247653,0.887647399835339
"Xlr",16.4660453234643,1.50923999237631,1.30638877003029,1.15527630595088,0.247977295591077,0.887647399835339
"Dip2b",163.543837998434,-0.374312276275457,0.324011434514443,-1.15524403278049,0.247990507675072,0.887647399835339
"Brd7",577.897397804954,0.309592231655928,0.268088253424891,1.15481460937141,0.248166353160092,0.887647399835339
"Eif3j2",315.685554039541,0.372639289518811,0.322705323288409,1.15473548970797,0.248198761551176,0.887647399835339
"Gm46599",9.43261701840306,-1.37504402547848,1.19080549282,-1.15471757039193,0.248206101935542,0.887647399835339
"Mthfd2",26.2417936233325,-0.988687368319212,0.856226287126254,-1.15470335726031,0.248211924243965,0.887647399835339
"Pogz",291.771392752507,-0.347925013366557,0.301316117886374,-1.15468437535678,0.248219700194955,0.887647399835339
"Adam1b",5.89447190889277,1.75761633280557,1.52243524128883,1.15447690984717,0.24830469970777,0.887647399835339
"Rtl8b",181.551169048106,0.41859141992809,0.362615413576083,1.15436742139551,0.248349565805988,0.887647399835339
"Numb",352.889399690768,-0.364612759990865,0.315857481718302,-1.15435847207838,0.24835323330137,0.887647399835339
"Gm30446",29.5689740005867,0.925030382525648,0.80141733074454,1.15424304795888,0.24840053834239,0.887647399835339
"Uhmk1",958.42979540084,-0.271652892497275,0.235368639177699,-1.15415925182871,0.248434885021203,0.887647399835339
"Dip2c",276.383470939907,-0.351413048001581,0.30450201578043,-1.15405819925664,0.248476309255093,0.887647399835339
"Gstt2",1685.81489513792,0.281569940168238,0.243997355817992,1.15398767017079,0.248505223933528,0.887647399835339
"Zfp273",51.8195881550273,0.594510722919465,0.515203646861286,1.15393345241505,0.248527453086192,0.887647399835339
"Sbf1",780.519911509349,-0.336987405517108,0.292070290442773,-1.15378871642933,0.248586801312848,0.887647399835339
"Ighv1-18",5.70654544165266,-2.52596934401201,2.18951379203398,-1.15366678812536,0.248636805061916,0.887647399835339
"3830403N18Rik",6.77922133707538,-1.5032250554248,1.3033399305912,-1.15336376960608,0.248761105785865,0.887647399835339
"Gm16793",35.4646076897085,-0.733764718525741,0.636267211292529,-1.15323358724576,0.248814521018783,0.887647399835339
"Unc13a",21.0534411462434,0.934503786504688,0.81041394257932,1.15311908816675,0.248861507860263,0.887647399835339
"Gm19391",1.91050518485387,3.2501341642189,2.81874406745355,1.15304337195646,0.248892582833061,NA
"Baz1b",1160.62831522197,-0.255518392225249,0.221630837577166,-1.15290090051789,0.248951062424125,0.887647399835339
"Ddb1",2227.19576124706,-0.307031645716774,0.266320704453115,-1.15286434957154,0.248966066870043,0.887647399835339
"Galnt18",27.2278226786321,0.743471844341125,0.645002883487458,1.15266437309746,0.24904816995091,0.887647399835339
"Gm39540",17.7364775107534,-0.911359655758805,0.79066360920864,-1.15265157665593,0.249053424349596,0.887647399835339
"Glg1",692.338527196397,-0.304670005376615,0.264354153290783,-1.1525069743901,0.249112805457897,0.887647399835339
"Tmprss4",4.22444393708614,-2.27281912920336,1.97212777406691,-1.15247052401497,0.249127775413591,NA
"Ackr2",42.6485645830618,0.709703082325083,0.615933126167132,1.15224048224434,0.249222266730822,0.887647399835339
"Gm34451",54.5306998938147,-0.617205495471123,0.535668253076208,-1.15221593201887,0.249232352392357,0.887647399835339
"LOC668415",4.30877099758453,-2.05762657597938,1.78592453637126,-1.15213522972263,0.249265508315967,NA
"Lynx1",15.7251469559666,-1.1337404377899,0.984119368848026,-1.15203548845606,0.249306490515266,0.887647399835339
"Sbno1",801.64227637068,-0.271302575556308,0.235506266086344,-1.15199726981718,0.249322195232118,0.887647399835339
"Nufip2",1393.51112299209,0.301139132299083,0.261421531840167,1.15192933871721,0.249350111033215,0.887647399835339
"Pigu",231.18798823217,-0.417036709070265,0.362034720281176,-1.15192462409785,0.249352048553486,0.887647399835339
"LOC118568160",1.3889894484751,3.87395541344784,3.3633770967551,1.15180525466066,0.249401108130969,NA
"Jkamp",321.896787461516,0.363728061433067,0.31594001093752,1.15125672229276,0.249626635863185,0.888245251846947
"Polr2g",187.788029306981,0.382694953822464,0.332434147059346,1.15119026492229,0.249653969322776,0.888245251846947
"Tbc1d13",491.008285470462,-0.320714913990183,0.278616579351567,-1.1510977370284,0.249692028892119,0.888245251846947
"Cldn20",4.85962377429331,-2.06332704903319,1.79266300962252,-1.15098433891803,0.249738678552155,0.888245251846947
"Gm38499",3.19366540980668,-2.77642635313803,2.41400326076345,-1.15013363828678,0.250088833563504,NA
"Plekhs1",2.2850405110312,-3.01094040369695,2.61816878763048,-1.15001768332207,0.250136588073626,NA
"Cdca2",12.9046327905408,-1.22110420620516,1.06187764761039,-1.14994812156852,0.250165239212905,0.889496460791655
"Tbce",392.972015891775,-0.405842075589666,0.352983752755288,-1.14974718360769,0.250248014540711,0.889496460791655
"Gm46093",25.9969308884772,0.835671079882915,0.72685469533995,1.14970858032646,0.250263919147859,0.889496460791655
"Arhgef17",75.2620596078555,0.518025357456096,0.450664369754331,1.14947040907291,0.250362061658502,0.889496460791655
"Tbc1d16",355.729339946608,-0.315492744586658,0.274473232689685,-1.14944813195445,0.250371242697819,0.889496460791655
"Gm15421",3.56797746339233,2.08168656669764,1.81108010170933,1.14941717085451,0.250384003045347,NA
"Dnmbp",782.279886721289,0.322626920455206,0.280725606334884,1.14926074848454,0.250448478104805,0.889496460791655
"Eif2a",811.888373391124,0.276212845953938,0.240376431590581,1.14908455927324,0.250521114654561,0.889496460791655
"LOC118567631",28.4946792165728,-1.11290255388189,0.968611450231611,-1.1489669605039,0.250569604631703,0.889496460791655
"Gm46766",6.97518971972686,-1.63478529208588,1.42293245752308,-1.14888467364893,0.250603538200515,0.889496460791655
"Gbp8",122.466726115423,0.452577125600499,0.394059443840639,1.14849963038451,0.250762365512266,0.889496460791655
"Rdh13",147.714928679993,-0.456184342616837,0.397226766135205,-1.14842297022241,0.25079399561049,0.889496460791655
"Kbtbd12",15.8865640049914,-1.03240149108886,0.899105633363128,-1.14825383445451,0.250863791132797,0.889496460791655
"Ap1s2",109.276329900962,0.549481584448549,0.478615904541712,1.1480637798167,0.250942235205626,0.889496460791655
"Mpp7",80.6687019214487,-0.547489904946362,0.476972892684529,-1.14784280898008,0.251033461301653,0.889496460791655
"H1f2",365.113629910173,-0.954508081274754,0.831616861475268,-1.14777384333151,0.251061937973045,0.889496460791655
"Adgrg6",34.846075646422,0.804113763622912,0.700594604664454,1.14775900109599,0.251068066789366,0.889496460791655
"Arf5",2221.04942363867,0.27744807259213,0.241747688760125,1.14767621570699,0.251102253342298,0.889496460791655
"Cirbp",312.057590506082,-0.365320126528946,0.31832300265564,-1.14763973536699,0.251117319073653,0.889496460791655
"6030426L16Rik",3.99618503391567,-2.78814844384812,2.42947056254325,-1.14763623269812,0.251118765646765,NA
"Rnf123",1222.65640496981,-0.304538743541034,0.265382219185798,-1.14754765588806,0.251155349065512,0.889496460791655
"Nfic",1334.25605309091,-0.33705852524122,0.293739365799044,-1.14747481776689,0.251185434979511,0.889496460791655
"Trpm8",2.31541693268876,-3.03227230814442,2.64304328559388,-1.14726547411163,0.251271918744401,NA
"Mlph",33.3736816516212,0.686951328233163,0.598843537222297,1.14712990211024,0.251327937146998,0.889583578172998
"Man1a2",602.206792405157,-0.315205931532541,0.274797431988721,-1.14704831574073,0.25136165286517,0.889583578172998
"Isoc1",979.703773122039,-0.351336148919912,0.306305372114389,-1.14701269029231,0.251376376137385,0.889583578172998
"Gm22728",1.62405146257352,4.08168500027563,3.55913449060851,1.14681954588847,0.251456209258701,NA
"5430427M07Rik",1.62405146257352,4.08168500027563,3.55913449060851,1.14681954588847,0.251456209258701,NA
"Gm40960",1.62405146257352,4.08168500027563,3.55913449060851,1.14681954588847,0.251456209258701,NA
"Gm41133",1.62405146257352,4.08168500027563,3.55913449060851,1.14681954588847,0.251456209258701,NA
"Timm8a2",1.62405146257352,4.08168500027563,3.55913449060851,1.14681954588847,0.251456209258701,NA
"Gm46589",1.62405146257352,4.08168500027563,3.55913449060851,1.14681954588847,0.251456209258701,NA
"Rhot2",763.148383108879,-0.270211217022376,0.235626271280161,-1.14677881865343,0.25147304546155,0.889583578172998
"Taf1b",81.2401029011056,0.499089478717714,0.435320506504052,1.1464874070045,0.251593534860008,0.889583578172998
"Gata6os",53.811770652251,0.605498105943418,0.528200921731406,1.14634049474703,0.25165429364586,0.889583578172998
"Nenf",210.240445856248,0.46635852969602,0.406824761625028,1.14633762171503,0.251655481953265,0.889583578172998
"Zswim7",179.623847308818,0.395121594346215,0.344690019036667,1.14630993798571,0.251666932350185,0.889583578172998
"Adam17",388.890228372535,0.304353319946503,0.2655615688674,1.14607441598024,0.251764362406101,0.889583578172998
"Prpf19",1424.88566933512,-0.340423838679368,0.297069935011475,-1.1459383753062,0.251820651299089,0.889583578172998
"Stox1",1.39605279273944,3.89448156168953,3.39875585959027,1.14585504889987,0.251855133197814,NA
"Ino80e",129.008806665953,-0.431335835253902,0.376450245110156,-1.14579772720745,0.25187885581062,0.889583578172998
"Ndufs8",1570.05442120009,0.25030005601716,0.218455121919537,1.14577334611249,0.251888946412002,0.889583578172998
"Gm32657",19.6713730665304,0.947755523493344,0.827367153671107,1.1455077945602,0.251998868462469,0.889583578172998
"Sftpa1",37.1202961299794,0.761078438870874,0.664693331638038,1.1450068815875,0.252206306741346,0.889583578172998
"Zbed6",499.577878118636,-0.420455838394537,0.367279933579727,-1.14478303863902,0.252299043144708,0.889583578172998
"B930095G15Rik",55.316802836062,-0.678918683914157,0.59335699083432,-1.14419935115204,0.252540972150522,0.889583578172998
"Psmb5",597.28261623548,0.316034941726155,0.276209365484433,1.14418619068862,0.252546428812472,0.889583578172998
"Hells",51.1858857260297,0.651353201007904,0.569287238846754,1.14415563280041,0.252559099204924,0.889583578172998
"Zkscan6",59.8827316426681,-0.615042758116958,0.5376644519512,-1.14391560737361,0.252658637730484,0.889583578172998
"Lsm8",156.491737105149,0.491300168335661,0.429513104224452,1.14385373462068,0.252684300787335,0.889583578172998
"Gm39526",23.6355592809455,0.927755022458991,0.81116589587393,1.14373031112144,0.252735498767254,0.889583578172998
"Rpl7a",5594.38365608514,0.237016526981812,0.207234405406309,1.14371224467825,0.252742993614247,0.889583578172998
"Ube2g1",1151.54117291412,0.310884317278384,0.271824727414053,1.14369402752986,0.252750551137959,0.889583578172998
"Rps12-ps11",10.1131079056597,1.30843030234114,1.14404031900989,1.14369247359527,0.252751195806927,0.889583578172998
"Chtf18",7.49562905654985,-1.59102472144397,1.39131932435488,-1.14353670907409,0.252815822457168,0.889583578172998
"Macrod2",83.7527177395594,0.659396556400622,0.576674116085794,1.14344746540093,0.252852854816238,0.889583578172998
"Lpgat1",2725.76491823511,-0.247384803855048,0.216357745643339,-1.14340627426788,0.252869948673251,0.889583578172998
"Tuba1c",1465.63136833171,-0.28229890184896,0.246906793263174,-1.14334197985417,0.252896631741045,0.889583578172998
"Zmiz1os1",17.8507017394236,1.03136149026673,0.902084564809602,1.14330909817132,0.252910278850719,0.889583578172998
"B930059L03Rik",4.70799826844218,-2.3359494196153,2.04335072425847,-1.14319553265288,0.252957416670403,0.889583578172998
"Dio1",1526.89265105063,0.852461192853331,0.745846506943545,1.14294454008599,0.253061618263584,0.889583578172998
"Snw1",456.187571405034,-0.298882936202068,0.261525952393657,-1.1428423583453,0.253104048402304,0.889583578172998
"Mgme1",101.086994254415,-0.529725761789521,0.463690568783742,-1.14241219781327,0.253282723412599,0.889583578172998
"Gm29948",12.1338566436474,-1.37742325609478,1.20590747400426,-1.14222963684021,0.253358579982942,0.889583578172998
"Gm35602",6.97553792183761,1.78882830670212,1.56645670920179,1.14195834215786,0.25347133584027,0.889583578172998
"Chmp3",1101.48060390471,-0.291074024422754,0.254901989887055,-1.14190565774605,0.253493236656826,0.889583578172998
"Gm52709",26.0497286680106,0.798444784401367,0.699251227379988,1.1418568221797,0.253513538691887,0.889583578172998
"Tyms",145.943806150447,0.404901912063336,0.354680127987214,1.14159740034246,0.253621405121827,0.889583578172998
"Rfesd",161.771148267293,0.415646777175065,0.364099467566527,1.1415748008451,0.253630803403767,0.889583578172998
"4930545L23Rik",4.90962917768121,-1.81447121423476,1.58966251664308,-1.14141913471446,0.253695545686605,0.889583578172998
"Il17rd",13.114110796492,-1.08639659595304,0.951827060164232,-1.14138023746203,0.253711725035058,0.889583578172998
"Secisbp2",376.591186196115,-0.296916749637426,0.260142138534527,-1.14136353037637,0.25371867458346,0.889583578172998
"Cenph",6.06595418862401,-1.99949427676317,1.75186730856733,-1.14135029918353,0.253724178379151,0.889583578172998
"Map3k5",760.445591409964,0.287713952017146,0.252095739570304,1.14128843473338,0.253749913314022,0.889583578172998
"Aldh18a1",29.8524687378158,-0.798736095432117,0.699949383961586,-1.14113407874069,0.253814131642287,0.889583578172998
"Cul1",1245.94039755357,-0.250211814462031,0.219273067214794,-1.14109688727495,0.253829606485611,0.889583578172998
"Prr11",5.66089074577028,1.61207968348092,1.41275537297267,1.1410890479141,0.253832868416682,0.889583578172998
"Zfp141",119.610877937099,-0.446405359768196,0.391214328774825,-1.14107620026652,0.253838214341726,0.889583578172998
"Cabp2",2.49713147426027,2.67218617438886,2.34217409790318,1.14089989159265,0.253911584557597,NA
"Gm13351",15.7685014378861,-1.07179987948711,0.939467058211223,-1.14085945868912,0.253928412644472,0.889707768004042
"Cphx1",16.1648127652133,1.01597897644125,0.890910440299767,1.14038283814409,0.254126839593877,0.890008794672198
"Agap3",671.079953624961,-0.266488972898102,0.23370708390683,-1.1402691285316,0.254174195185935,0.890008794672198
"Zyg11a",103.26766545736,-0.553146648779438,0.485143098270007,-1.14017214869577,0.25421458833423,0.890008794672198
"Gm3448",17.2440368210133,-0.928539851633963,0.814418002605903,-1.14012687423768,0.25423344716401,0.890008794672198
"Timm17a",319.461971141095,-0.308211304996956,0.270388257714699,-1.13988420799755,0.254334545061861,0.890170907716514
"E430018J23Rik",67.4844051986098,-0.509494804374286,0.44712830248645,-1.13948233994811,0.25450203000682,0.890520367444096
"Klf13",937.48828608908,0.427966116759465,0.375640430503849,1.13929726942712,0.254579186908382,0.890520367444096
"Vamp3",194.888680513956,0.371308943589792,0.325938807793276,1.13919832407711,0.254620444434766,0.890520367444096
"Snrpd1",442.409273854418,0.40210869228828,0.353008842507389,1.13908957473172,0.254665795326026,0.890520367444096
"Dmac2l",126.838650248824,0.402291384029406,0.353200936370773,1.13898730893256,0.254708447560332,0.890520367444096
"Ccdc12",332.262341201965,0.317432438466295,0.278772032345913,1.13868107856821,0.254836197483988,0.89069560292495
"Fam174a",209.360418966235,0.440666206870076,0.387023118871393,1.13860435044582,0.254868213085375,0.89069560292495
"Lncbate6",5.83601095432999,1.72385656519548,1.51436843464917,1.13833366158007,0.254981183150572,0.890774436955194
"Mybbp1a",841.915238908099,-0.285059869468265,0.250450045783641,-1.13819052648337,0.255040933633112,0.890774436955194
"Gm17251",134.175693912962,0.46758124232303,0.41082342673341,1.13815622940717,0.255055252090575,0.890774436955194
"Ndufs4",1633.27999201882,0.323196528584143,0.28401818683251,1.13794307395793,0.25514425346844,0.890795753440328
"Tbc1d14",261.905424547611,-0.379354240405433,0.333484337523046,-1.13754739794704,0.255309522106658,0.890795753440328
"Gm1720",1.36914726700821,3.84717325254679,3.38204244462216,1.13752955959031,0.255316974705154,NA
"Pkn1",192.006648416618,-0.479538728806638,0.421601354656918,-1.13742217265138,0.255361842556728,0.890795753440328
"Pcdhb9",2.68692511679795,2.80567849422246,2.467219939448,1.137182157684,0.255462144174695,NA
"Rmdn1",887.972145573963,0.302887126132272,0.266425207457979,1.13685611441268,0.255598440652575,0.890795753440328
"Irs2",812.970734917586,-0.438010955342785,0.385307601397738,-1.13678254400863,0.25562920241318,0.890795753440328
"Bche",3469.22908763244,0.3040870545897,0.267513463600345,1.1367168235091,0.255656684093699,0.890795753440328
"Pspc1",106.59048110286,-0.428203118358209,0.376731971355184,-1.13662537537728,0.255694927455573,0.890795753440328
"Ms4a4c",16.1010735267745,1.16343719732787,1.02367641554502,1.13652828145742,0.255735536221794,0.890795753440328
"Mief1",501.889828653595,-0.277462100619263,0.244131354864985,-1.13652791863917,0.255735687976068,0.890795753440328
"Lsm12",358.860093487036,-0.311317585343903,0.273954165630527,-1.136385660088,0.255795194610862,0.890795753440328
"Gm13305",30.1569204183246,0.717801894519896,0.631655960704618,1.13638109853215,0.255797102865104,0.890795753440328
"Ubr7",306.046711556823,-0.308728241919373,0.271726420631645,-1.13617307143602,0.25588413819979,0.890795753440328
"Gm41861",4.73742893407829,-1.68961766709028,1.48745018430268,-1.13591546454537,0.25599194547045,0.890795753440328
"Gm41829",8.24049883291846,1.27116474160448,1.11909356780557,1.13588780971828,0.256003520760684,0.890795753440328
"Nudcd2",442.716978183205,0.310680298268647,0.273529139219131,1.13582157701945,0.256031244802883,0.890795753440328
"Wfikkn2",1.89772634765132,3.24657172333988,2.85925207790263,1.13546187425397,0.256181847560097,NA
"Gm32262",50.4800509974295,-0.564589285690895,0.49726197678467,-1.13539605288457,0.256209412749695,0.890795753440328
"Paics",2997.07161575868,-0.280432507272176,0.247040875172068,-1.13516642570526,0.256305593951974,0.890795753440328
"Zfp53",206.672883792047,0.346638646790637,0.305393525213914,1.13505565171309,0.256352001500579,0.890795753440328
"Ranbp2",1435.42666273852,-0.275963135052934,0.243143547680406,-1.13498029326967,0.256383575428788,0.890795753440328
